Q1,0.071123577,,,Condition,Group,Color
Q3,0.130871762,,,Y <= 0.15,A,Blue
IQR,0.059748184,,,Y > 0.15,B,Red
Lower Bound,-0.018498699,,,,,
Upper Bound,0.220494038,,,,,
,,,,,,
Time,E2E Delay,OUTLIER?,,Group,A,B
728.5543022,0.07,No,No,A,0.074302248,#N/A
728.5979452,0.08,No,No,A,0.077945248,#N/A
728.62736,0.07,No,No,A,0.067359975,#N/A
728.6688284,0.07,No,No,A,0.06882835,#N/A
728.7084045,0.07,No,No,A,0.068404465,#N/A
728.7464237,0.07,No,No,A,0.066423698,#N/A
728.7870146,0.07,No,No,A,0.067014577,#N/A
728.8259214,0.07,No,No,A,0.065921382,#N/A
728.8681445,0.07,No,No,A,0.068144465,#N/A
728.9029724,0.06,No,No,A,0.062972433,#N/A
728.9460614,0.07,No,No,A,0.066061382,#N/A
728.9877096,0.07,No,No,A,0.067709632,#N/A
729.0263032,0.07,No,No,A,0.06630318,#N/A
729.0669322,0.07,No,No,A,0.06693218,#N/A
729.1097236,0.07,No,No,A,0.069723632,#N/A
729.1446934,0.06,No,No,A,0.064693391,#N/A
729.1905191,0.07,No,No,A,0.070519092,#N/A
729.2265975,0.07,No,No,A,0.066597465,#N/A
729.2632835,0.06,No,No,A,0.063283478,#N/A
729.3051553,0.07,No,No,A,0.065155303,#N/A
729.3533193,0.07,No,No,A,0.073319303,#N/A
729.3859278,0.07,No,No,A,0.065927831,#N/A
729.4259511,0.07,No,No,A,0.06595114,#N/A
729.4683445,0.07,No,No,A,0.068344465,#N/A
729.5059595,0.07,No,No,A,0.065959465,#N/A
729.5462614,0.07,No,No,A,0.066261382,#N/A
729.5875284,0.07,No,No,A,0.067528382,#N/A
729.6281977,0.07,No,No,A,0.068197729,#N/A
729.6627189,0.06,No,No,A,0.06271888,#N/A
729.7123899,0.07,No,No,A,0.07238988,#N/A
729.7488428,0.07,No,No,A,0.068842777,#N/A
729.7839577,0.06,No,No,A,0.06395771,#N/A
729.832968,0.07,No,No,A,0.072968002,#N/A
729.870583,0.07,No,No,A,0.070583002,#N/A
729.914226,0.07,No,No,A,0.074226002,#N/A
729.9433295,0.06,No,No,A,0.063329481,#N/A
729.9884795,0.07,No,No,A,0.068479481,#N/A
730.0336295,0.07,No,No,A,0.073629481,#N/A
730.0649962,0.06,No,No,A,0.06499619,#N/A
730.1055765,0.07,No,No,A,0.065576528,#N/A
730.1483756,0.07,No,No,A,0.068375584,#N/A
730.1844836,0.06,No,No,A,0.064483584,#N/A
730.2243537,0.06,No,No,A,0.064353664,#N/A
730.2649399,0.06,No,No,A,0.064939872,#N/A
730.3026727,0.06,No,No,A,0.062672696,#N/A
730.3431951,0.06,No,No,A,0.063195066,#N/A
730.3827269,0.06,No,No,A,0.062726925,#N/A
730.4240007,0.06,No,No,A,0.064000675,#N/A
730.4648299,0.06,No,No,A,0.064829925,#N/A
730.50369,0.06,No,No,A,0.063689955,#N/A
730.5497063,0.07,No,No,A,0.069706271,#N/A
730.5888283,0.07,No,No,A,0.068828271,#N/A
730.6339783,0.07,No,No,A,0.073978271,#N/A
730.6670723,0.07,No,No,A,0.067072271,#N/A
730.7080845,0.07,No,No,A,0.068084465,#N/A
730.7502205,0.07,No,No,A,0.070220465,#N/A
730.7878355,0.07,No,No,A,0.067835465,#N/A
730.8314785,0.07,No,No,A,0.071478465,#N/A
730.8690935,0.07,No,No,A,0.069093465,#N/A
730.9097225,0.07,No,No,A,0.069722465,#N/A
730.9533655,0.07,No,No,A,0.073365465,#N/A
730.9909805,0.07,No,No,A,0.070980465,#N/A
731.0301025,0.07,No,No,A,0.070102465,#N/A
731.0752525,0.08,No,No,A,0.075252465,#N/A
731.1143745,0.07,No,No,A,0.074374465,#N/A
731.1519895,0.07,No,No,A,0.071989465,#N/A
731.1926185,0.07,No,No,A,0.072618465,#N/A
731.2347545,0.07,No,No,A,0.074754465,#N/A
731.2738765,0.07,No,No,A,0.073876465,#N/A
731.3145055,0.07,No,No,A,0.074505465,#N/A
731.3551345,0.08,No,No,A,0.075134465,#N/A
731.3942565,0.07,No,No,A,0.074256465,#N/A
731.4348855,0.07,No,No,A,0.074885465,#N/A
731.4755145,0.08,No,No,A,0.075514465,#N/A
731.5176505,0.08,No,No,A,0.077650465,#N/A
731.5552655,0.08,No,No,A,0.075265465,#N/A
731.5974015,0.08,No,No,A,0.077401465,#N/A
731.6410445,0.08,No,No,A,0.081044465,#N/A
731.6786595,0.08,No,No,A,0.078659465,#N/A
731.7223025,0.08,No,No,A,0.082302465,#N/A
731.7569035,0.08,No,No,A,0.076903465,#N/A
731.8020535,0.08,No,No,A,0.082053465,#N/A
731.8381615,0.08,No,No,A,0.078161465,#N/A
731.8818045,0.08,No,No,A,0.081804465,#N/A
731.9209265,0.08,No,No,A,0.080926465,#N/A
731.9645695,0.08,No,No,A,0.084569465,#N/A
732.0021845,0.08,No,No,A,0.082184465,#N/A
732.0443205,0.08,No,No,A,0.084320465,#N/A
732.0834425,0.08,No,No,A,0.083442465,#N/A
732.1150295,0.08,No,No,A,0.075029465,#N/A
732.1631935,0.08,No,No,A,0.083193465,#N/A
732.2038225,0.08,No,No,A,0.083822465,#N/A
732.2369165,0.08,No,No,A,0.076916465,#N/A
732.2715175,0.07,No,No,A,0.071517465,#N/A
732.3257095,0.09,No,No,A,0.085709465,#N/A
732.3588035,0.08,No,No,A,0.078803465,#N/A
732.3903905,0.07,No,No,A,0.070390465,#N/A
732.426874,0.07,No,No,A,0.066873988,#N/A
732.485587,0.09,No,No,A,0.085586988,#N/A
732.526216,0.09,No,No,A,0.086215988,#N/A
732.551775,0.07,No,No,A,0.071774988,#N/A
732.5840539,0.06,No,No,A,0.064053867,#N/A
732.6267376,0.07,No,No,A,0.066737632,#N/A
732.6733946,0.07,No,No,A,0.073394632,#N/A
732.7026278,0.06,No,No,A,0.062627845,#N/A
732.7439445,0.06,No,No,A,0.06394447,#N/A
732.7833473,0.06,No,No,A,0.06334729,#N/A
732.8243278,0.06,No,No,A,0.064327808,#N/A
732.8690873,0.07,No,No,A,0.069087307,#N/A
732.9323213,0.09,No,No,A,0.092321307,#N/A
732.9895273,0.11,No,No,A,0.109527307,#N/A
733.0120723,0.09,No,No,A,0.092072307,#N/A
733.0481803,0.09,No,No,A,0.088180307,#N/A
733.0888093,0.09,No,No,A,0.088809307,#N/A
733.1234103,0.08,No,No,A,0.083410307,#N/A
733.1760953,0.10,No,No,A,0.096095307,#N/A
733.2122033,0.09,No,No,A,0.092203307,#N/A
733.2422833,0.08,No,No,A,0.082283307,#N/A
733.2829123,0.08,No,No,A,0.082912307,#N/A
733.3325833,0.09,No,No,A,0.092583307,#N/A
733.3671843,0.09,No,No,A,0.087184307,#N/A
733.3912363,0.07,No,No,A,0.071236307,#N/A
733.4320713,0.07,No,No,A,0.072071297,#N/A
733.4907843,0.09,No,No,A,0.090784297,#N/A
733.5163433,0.08,No,No,A,0.076343297,#N/A
733.5432388,0.06,No,No,A,0.063238754,#N/A
733.5824362,0.06,No,No,A,0.062436194,#N/A
733.6230177,0.06,No,No,A,0.063017652,#N/A
733.6800436,0.08,No,No,A,0.080043632,#N/A
733.7025484,0.06,No,No,A,0.062548423,#N/A
733.7479308,0.07,No,No,A,0.067930791,#N/A
733.7840846,0.06,No,No,A,0.06408464,#N/A
733.837942,0.08,No,No,A,0.077942042,#N/A
733.893641,0.09,No,No,A,0.093641042,#N/A
733.947833,0.11,No,No,A,0.107833042,#N/A
733.974899,0.09,No,No,A,0.094899042,#N/A
734.015528,0.10,No,No,A,0.095528042,#N/A
734.057664,0.10,No,No,A,0.097664042,#N/A
734.096786,0.10,No,No,A,0.096786042,#N/A
734.138922,0.10,No,No,A,0.098922042,#N/A
734.182565,0.10,No,No,A,0.102565042,#N/A
734.218673,0.10,No,No,A,0.098673042,#N/A
734.247246,0.09,No,No,A,0.087246042,#N/A
734.301438,0.10,No,No,A,0.101438042,#N/A
734.337546,0.10,No,No,A,0.097546042,#N/A
734.369133,0.09,No,No,A,0.089133042,#N/A
734.391678,0.07,No,No,A,0.071678042,#N/A
734.433814,0.07,No,No,A,0.073814042,#N/A
734.477457,0.08,No,No,A,0.077457042,#N/A
734.5032427,0.06,No,No,A,0.063242714,#N/A
734.5443406,0.06,No,No,A,0.064340578,#N/A
734.5826311,0.06,No,No,A,0.062631146,#N/A
734.624262,0.06,No,No,A,0.06426203,#N/A
734.6625336,0.06,No,No,A,0.062533567,#N/A
734.7089536,0.07,No,No,A,0.068953578,#N/A
734.744326,0.06,No,No,A,0.064326025,#N/A
734.7833755,0.06,No,No,A,0.063375495,#N/A
734.8319437,0.07,No,No,A,0.071943704,#N/A
734.8740797,0.07,No,No,A,0.074079704,#N/A
734.9327927,0.09,No,No,A,0.092792704,#N/A
734.9839707,0.10,No,No,A,0.103970704,#N/A
735.0245997,0.10,No,No,A,0.104599704,#N/A
735.0637217,0.10,No,No,A,0.103721704,#N/A
735.1058577,0.11,No,No,A,0.105857704,#N/A
735.1479937,0.11,No,No,A,0.107993704,#N/A
735.1886227,0.11,No,No,A,0.108622704,#N/A
735.2262377,0.11,No,No,A,0.106237704,#N/A
735.2668667,0.11,No,No,A,0.106866704,#N/A
735.3090027,0.11,No,No,A,0.109002704,#N/A
735.3481247,0.11,No,No,A,0.108124704,#N/A
735.3857397,0.11,No,No,A,0.105739704,#N/A
735.4308897,0.11,No,No,A,0.110889704,#N/A
735.4654907,0.11,No,No,A,0.105490704,#N/A
735.5091337,0.11,No,No,A,0.109133704,#N/A
735.5482557,0.11,No,No,A,0.108255704,#N/A
735.5888847,0.11,No,No,A,0.108884704,#N/A
735.6325277,0.11,No,No,A,0.112527704,#N/A
735.6686357,0.11,No,No,A,0.108635704,#N/A
735.7122787,0.11,No,No,A,0.112278704,#N/A
735.7514007,0.11,No,No,A,0.111400704,#N/A
735.7920297,0.11,No,No,A,0.112029704,#N/A
735.8311517,0.11,No,No,A,0.111151704,#N/A
735.8717807,0.11,No,No,A,0.111780704,#N/A
735.9139167,0.11,No,No,A,0.113916704,#N/A
735.9545457,0.11,No,No,A,0.114545704,#N/A
735.9951747,0.12,No,No,A,0.115174704,#N/A
736.0327897,0.11,No,No,A,0.112789704,#N/A
736.0719117,0.11,No,No,A,0.111911704,#N/A
736.1170617,0.12,No,No,A,0.117061704,#N/A
736.1501557,0.11,No,No,A,0.110155704,#N/A
736.1937987,0.11,No,No,A,0.113798704,#N/A
736.2359347,0.12,No,No,A,0.115934704,#N/A
736.2630007,0.10,No,No,A,0.103000704,#N/A
736.3202067,0.12,No,No,A,0.120206704,#N/A
736.3548077,0.11,No,No,A,0.114807704,#N/A
736.3894087,0.11,No,No,A,0.109408704,#N/A
736.4330517,0.11,No,No,A,0.113051704,#N/A
736.4766947,0.12,No,No,A,0.116694704,#N/A
736.5173237,0.12,No,No,A,0.117323704,#N/A
736.5564457,0.12,No,No,A,0.116445704,#N/A
736.5985817,0.12,No,No,A,0.118581704,#N/A
736.6346897,0.11,No,No,A,0.114689704,#N/A
736.6723047,0.11,No,No,A,0.112304704,#N/A
736.7189617,0.12,No,No,A,0.118961704,#N/A
736.7565767,0.12,No,No,A,0.116576704,#N/A
736.7972057,0.12,No,No,A,0.117205704,#N/A
736.8408487,0.12,No,No,A,0.120848704,#N/A
736.8799707,0.12,No,No,A,0.119970704,#N/A
736.9160787,0.12,No,No,A,0.116078704,#N/A
736.9612287,0.12,No,No,A,0.121228704,#N/A
736.9973367,0.12,No,No,A,0.117336704,#N/A
737.0409797,0.12,No,No,A,0.120979704,#N/A
737.0770877,0.12,No,No,A,0.117087704,#N/A
737.1177167,0.12,No,No,A,0.117716704,#N/A
737.1643737,0.12,No,No,A,0.124373704,#N/A
737.1989747,0.12,No,No,A,0.118974704,#N/A
737.2411107,0.12,No,No,A,0.121110704,#N/A
737.2787257,0.12,No,No,A,0.118725704,#N/A
737.3178477,0.12,No,No,A,0.117847704,#N/A
737.3584767,0.12,No,No,A,0.118476704,#N/A
737.4006127,0.12,No,No,A,0.120612704,#N/A
737.4427487,0.12,No,No,A,0.122748704,#N/A
737.4728287,0.11,No,No,A,0.112828704,#N/A
737.5134577,0.11,No,No,A,0.113457704,#N/A
737.5540867,0.11,No,No,A,0.114086704,#N/A
737.5932087,0.11,No,No,A,0.113208704,#N/A
737.6172607,0.10,No,No,A,0.097260704,#N/A
737.6518617,0.09,No,No,A,0.091861704,#N/A
737.6924907,0.09,No,No,A,0.092490704,#N/A
737.7180497,0.08,No,No,A,0.078049704,#N/A
737.7466227,0.07,No,No,A,0.066622704,#N/A
737.7843589,0.06,No,No,A,0.064358909,#N/A
737.8232067,0.06,No,No,A,0.063206732,#N/A
737.8698637,0.07,No,No,A,0.069863732,#N/A
737.9074787,0.07,No,No,A,0.067478732,#N/A
737.9435867,0.06,No,No,A,0.063586732,#N/A
737.9852311,0.07,No,No,A,0.065231076,#N/A
738.0529861,0.09,No,No,A,0.092986076,#N/A
738.1132061,0.11,No,No,A,0.113206076,#N/A
738.1764401,0.14,No,No,A,0.136440076,#N/A
738.2110411,0.13,No,No,A,0.131041076,#N/A
738.2531771,0.13,No,No,A,0.133177076,#N/A
738.2877781,0.13,No,No,A,0.127778076,#N/A
738.3314211,0.13,No,No,A,0.131421076,#N/A
738.3720501,0.13,No,No,A,0.132050076,#N/A
738.4156931,0.14,No,No,A,0.135693076,#N/A
738.4518011,0.13,No,No,A,0.131801076,#N/A
738.4909231,0.13,No,No,A,0.130923076,#N/A
738.5345661,0.13,No,No,A,0.134566076,#N/A
738.5751951,0.14,No,No,A,0.135195076,#N/A
738.6143171,0.13,No,No,A,0.134317076,#N/A
738.6549461,0.13,No,No,A,0.134946076,#N/A
738.6955751,0.14,No,No,A,0.135575076,#N/A
738.7346971,0.13,No,No,A,0.134697076,#N/A
738.7753261,0.14,No,No,A,0.135326076,#N/A
738.8174621,0.14,No,No,A,0.137462076,#N/A
738.8550771,0.14,No,No,A,0.135077076,#N/A
738.8957061,0.14,No,No,A,0.135706076,#N/A
738.9363351,0.14,No,No,A,0.136335076,#N/A
738.9754571,0.14,No,No,A,0.135457076,#N/A
739.0145791,0.13,No,No,A,0.134579076,#N/A
739.0567151,0.14,No,No,A,0.136715076,#N/A
739.0958371,0.14,No,No,A,0.135837076,#N/A
739.1379731,0.14,No,No,A,0.137973076,#N/A
739.1770951,0.14,No,No,A,0.137095076,#N/A
739.2162171,0.14,No,No,A,0.136217076,#N/A
739.2613671,0.14,No,No,A,0.141367076,#N/A
739.2989821,0.14,No,No,A,0.138982076,#N/A
739.3396111,0.14,No,No,A,0.139611076,#N/A
739.3802401,0.14,No,No,A,0.140240076,#N/A
739.4208691,0.14,No,No,A,0.140869076,#N/A
739.4599911,0.14,No,No,A,0.139991076,#N/A
739.4991131,0.14,No,No,A,0.139113076,#N/A
739.5382351,0.14,No,No,A,0.138235076,#N/A
739.5818781,0.14,No,No,A,0.141878076,#N/A
739.6194931,0.14,No,No,A,0.139493076,#N/A
739.6525871,0.13,No,No,A,0.132587076,#N/A
739.7022581,0.14,No,No,A,0.142258076,#N/A
739.7443941,0.14,No,No,A,0.144394076,#N/A
739.7744741,0.13,No,No,A,0.134474076,#N/A
739.8226381,0.14,No,No,A,0.142638076,#N/A
739.8617601,0.14,No,No,A,0.141760076,#N/A
739.9023891,0.14,No,No,A,0.142389076,#N/A
739.9445251,0.14,No,No,A,0.144525076,#N/A
739.9836471,0.14,No,No,A,0.143647076,#N/A
740.0227691,0.14,No,No,A,0.142769076,#N/A
740.0438071,0.12,No,No,A,0.123807076,#N/A
740.0934781,0.13,No,No,A,0.133478076,#N/A
740.1431491,0.14,No,No,A,0.143149076,#N/A
740.1852851,0.15,No,No,A,0.145285076,#N/A
740.2244071,0.14,No,No,A,0.144407076,#N/A
740.2680501,0.15,No,No,A,0.148050076,#N/A
740.3056651,0.15,No,No,A,0.145665076,#N/A
740.3432801,0.14,No,No,A,0.143280076,#N/A
740.3839091,0.14,No,No,A,0.143909076,#N/A
740.4275521,0.15,No,No,A,0.147552076,#N/A
740.4666741,0.15,No,No,A,0.146674076,#N/A
740.5042891,0.14,No,No,A,0.144289076,#N/A
740.5464251,0.15,No,No,A,0.146425076,#N/A
740.5885611,0.15,No,No,A,0.148561076,#N/A
740.6276831,0.15,No,No,A,0.147683076,#N/A
740.6698191,0.15,No,No,A,0.149819076,#N/A
740.7059271,0.15,No,No,A,0.145927076,#N/A
740.7495701,0.15,No,No,A,0.149570076,#N/A
740.7856781,0.15,No,No,A,0.145678076,#N/A
740.8293211,0.15,No,No,A,0.149321076,#N/A
740.8699501,0.15,No,No,A,0.149950076,#N/A
740.9090721,0.15,No,No,A,0.149072076,#N/A
740.9466871,0.15,No,No,A,0.146687076,#N/A
740.9903301,0.15,No,No,B,#N/A,0.150330076
741.0324661,0.15,No,No,B,#N/A,0.152466076
741.0715881,0.15,No,No,B,#N/A,0.151588076
741.1092031,0.15,No,No,A,0.149203076,#N/A
741.1513391,0.15,No,No,B,#N/A,0.151339076
741.1904611,0.15,No,No,B,#N/A,0.150461076
741.2295831,0.15,No,No,A,0.149583076,#N/A
741.2717191,0.15,No,No,B,#N/A,0.151719076
741.3108411,0.15,No,No,B,#N/A,0.150841076
741.3544841,0.15,No,No,B,#N/A,0.154484076
741.3920991,0.15,No,No,B,#N/A,0.152099076
741.4342351,0.15,No,No,B,#N/A,0.154235076
741.4703431,0.15,No,No,B,#N/A,0.150343076
741.5154931,0.16,No,No,B,#N/A,0.155493076
741.5531081,0.15,No,No,B,#N/A,0.153108076
741.5922301,0.15,No,No,B,#N/A,0.152230076
741.6328591,0.15,No,No,B,#N/A,0.152859076
741.6719811,0.15,No,No,B,#N/A,0.151981076
741.7141171,0.15,No,No,B,#N/A,0.154117076
741.7547461,0.15,No,No,B,#N/A,0.154746076
741.7938681,0.15,No,No,B,#N/A,0.153868076
741.8375111,0.16,No,No,B,#N/A,0.157511076
741.8766331,0.16,No,No,B,#N/A,0.156633076
741.9172621,0.16,No,No,B,#N/A,0.157262076
741.9593981,0.16,No,No,B,#N/A,0.159398076
741.9970131,0.16,No,No,B,#N/A,0.157013076
742.0391491,0.16,No,No,B,#N/A,0.159149076
742.0752571,0.16,No,No,B,#N/A,0.155257076
742.1189001,0.16,No,No,B,#N/A,0.158900076
742.1565151,0.16,No,No,B,#N/A,0.156515076
742.1956371,0.16,No,No,B,#N/A,0.155637076
742.2392801,0.16,No,No,B,#N/A,0.159280076
742.2799091,0.16,No,No,B,#N/A,0.159909076
742.3160171,0.16,No,No,B,#N/A,0.156017076
742.3581531,0.16,No,No,B,#N/A,0.158153076
742.3987821,0.16,No,No,B,#N/A,0.158782076
742.4409181,0.16,No,No,B,#N/A,0.160918076
742.4800401,0.16,No,No,B,#N/A,0.160040076
742.5206691,0.16,No,No,B,#N/A,0.160669076
742.5567771,0.16,No,No,B,#N/A,0.156777076
742.6004201,0.16,No,No,B,#N/A,0.160420076
742.6365281,0.16,No,No,B,#N/A,0.156528076
742.6801711,0.16,No,No,B,#N/A,0.160171076
742.7208001,0.16,No,No,B,#N/A,0.160800076
742.7584151,0.16,No,No,B,#N/A,0.158415076
742.7689041,0.13,No,No,A,0.128904076,#N/A
742.7703511,0.09,No,No,A,0.090351076,#N/A
742.7848473,0.06,No,No,A,0.0648473,#N/A
742.8279245,0.07,No,No,A,0.067924465,#N/A
742.8636768,0.06,No,No,A,0.063676838,#N/A
742.9167751,0.08,No,No,A,0.076775115,#N/A
742.945417,0.07,No,No,A,0.065417045,#N/A
742.9843384,0.06,No,No,A,0.064338381,#N/A
743.0223794,0.06,No,No,A,0.062379403,#N/A
743.0822224,0.08,No,No,A,0.082222373,#N/A
743.1168234,0.08,No,No,A,0.076823373,#N/A
743.1427953,0.06,No,No,A,0.062795267,#N/A
743.1848004,0.06,No,No,A,0.064800379,#N/A
743.2243906,0.06,No,No,A,0.064390637,#N/A
743.2725546,0.07,No,No,A,0.072554637,#N/A
743.3038256,0.06,No,No,A,0.063825587,#N/A
743.3437699,0.06,No,No,A,0.06376992,#N/A
743.3844202,0.06,No,No,A,0.064420246,#N/A
743.4461472,0.09,No,No,A,0.086147246,#N/A
743.4777342,0.08,No,No,A,0.077734246,#N/A
743.5093166,0.07,No,No,A,0.069316632,#N/A
743.5497616,0.07,No,No,A,0.069761645,#N/A
743.5903906,0.07,No,No,A,0.070390645,#N/A
743.6264986,0.07,No,No,A,0.066498645,#N/A
743.6623346,0.06,No,No,A,0.062334627,#N/A
743.7164216,0.08,No,No,A,0.076421619,#N/A
743.7555436,0.08,No,No,A,0.075543619,#N/A
743.7846918,0.06,No,No,A,0.064691815,#N/A
743.8248289,0.06,No,No,A,0.064828897,#N/A
743.8729929,0.07,No,No,A,0.072992897,#N/A
743.9121149,0.07,No,No,A,0.072114897,#N/A
743.9430897,0.06,No,No,A,0.063089708,#N/A
743.9833699,0.06,No,No,A,0.063369894,#N/A
744.0235164,0.06,No,No,A,0.063516381,#N/A
744.0631423,0.06,No,No,A,0.063142348,#N/A
744.1029931,0.06,No,No,A,0.062993136,#N/A
744.1427284,0.06,No,No,A,0.062728396,#N/A
744.1830384,0.06,No,No,A,0.063038391,#N/A
744.2228733,0.06,No,No,A,0.062873304,#N/A
744.2642674,0.06,No,No,A,0.064267379,#N/A
744.3128692,0.07,No,No,A,0.072869232,#N/A
744.3685682,0.09,No,No,A,0.088568232,#N/A
744.3986482,0.08,No,No,A,0.078648232,#N/A
744.426462,0.07,No,No,A,0.066461977,#N/A
744.4649567,0.06,No,No,A,0.064956664,#N/A
744.5131207,0.07,No,No,A,0.073120664,#N/A
744.5445733,0.06,No,No,A,0.06457335,#N/A
744.5882976,0.07,No,No,A,0.068297594,#N/A
744.6293435,0.07,No,No,A,0.069343492,#N/A
744.6653661,0.07,No,No,A,0.065366068,#N/A
744.7059951,0.07,No,No,A,0.065995068,#N/A
744.7490554,0.07,No,No,A,0.069055382,#N/A
744.7857179,0.07,No,No,A,0.065717891,#N/A
744.8260201,0.07,No,No,A,0.066020058,#N/A
744.8666491,0.07,No,No,A,0.066649058,#N/A
744.9062609,0.07,No,No,A,0.066260864,#N/A
744.9469,0.07,No,No,A,0.066899951,#N/A
744.9876684,0.07,No,No,A,0.067668382,#N/A
745.0247176,0.06,No,No,A,0.064717577,#N/A
745.0698676,0.07,No,No,A,0.069867577,#N/A
745.1135106,0.07,No,No,A,0.073510577,#N/A
745.1481116,0.07,No,No,A,0.068111577,#N/A
745.1855671,0.07,No,No,A,0.065567095,#N/A
745.2307171,0.07,No,No,A,0.070717095,#N/A
745.2683321,0.07,No,No,A,0.068332095,#N/A
745.303649,0.06,No,No,A,0.063649032,#N/A
745.350306,0.07,No,No,A,0.070306032,#N/A
745.390935,0.07,No,No,A,0.070935032,#N/A
745.427043,0.07,No,No,A,0.067043032,#N/A
745.469179,0.07,No,No,A,0.069179032,#N/A
745.512822,0.07,No,No,A,0.072822032,#N/A
745.553451,0.07,No,No,A,0.073451032,#N/A
745.591066,0.07,No,No,A,0.071066032,#N/A
745.630188,0.07,No,No,A,0.070188032,#N/A
745.670817,0.07,No,No,A,0.070817032,#N/A
745.71446,0.07,No,No,A,0.074460032,#N/A
745.752075,0.07,No,No,A,0.072075032,#N/A
745.797225,0.08,No,No,A,0.077225032,#N/A
745.83484,0.07,No,No,A,0.074840032,#N/A
745.873962,0.07,No,No,A,0.073962032,#N/A
745.911577,0.07,No,No,A,0.071577032,#N/A
745.953713,0.07,No,No,A,0.073713032,#N/A
745.997356,0.08,No,No,A,0.077356032,#N/A
746.034971,0.07,No,No,A,0.074971032,#N/A
746.074093,0.07,No,No,A,0.074093032,#N/A
746.119243,0.08,No,No,A,0.079243032,#N/A
746.159872,0.08,No,No,A,0.079872032,#N/A
746.197487,0.08,No,No,A,0.077487032,#N/A
746.238116,0.08,No,No,A,0.078116032,#N/A
746.278745,0.08,No,No,A,0.078745032,#N/A
746.317867,0.08,No,No,A,0.077867032,#N/A
746.360003,0.08,No,No,A,0.080003032,#N/A
746.400632,0.08,No,No,A,0.080632032,#N/A
746.441261,0.08,No,No,A,0.081261032,#N/A
746.480383,0.08,No,No,A,0.080383032,#N/A
746.521012,0.08,No,No,A,0.081012032,#N/A
746.563148,0.08,No,No,A,0.083148032,#N/A
746.600763,0.08,No,No,A,0.080763032,#N/A
746.642899,0.08,No,No,A,0.082899032,#N/A
746.682021,0.08,No,No,A,0.082021032,#N/A
746.724157,0.08,No,No,A,0.084157032,#N/A
746.763279,0.08,No,No,A,0.083279032,#N/A
746.803908,0.08,No,No,A,0.083908032,#N/A
746.844537,0.08,No,No,A,0.084537032,#N/A
746.885166,0.09,No,No,A,0.085166032,#N/A
746.925795,0.09,No,No,A,0.085795032,#N/A
746.964917,0.08,No,No,A,0.084917032,#N/A
747.007053,0.09,No,No,A,0.087053032,#N/A
747.044668,0.08,No,No,A,0.084668032,#N/A
747.088311,0.09,No,No,A,0.088311032,#N/A
747.125926,0.09,No,No,A,0.085926032,#N/A
747.168062,0.09,No,No,A,0.088062032,#N/A
747.211705,0.09,No,No,A,0.091705032,#N/A
747.250827,0.09,No,No,A,0.090827032,#N/A
747.288442,0.09,No,No,A,0.088442032,#N/A
747.330578,0.09,No,No,A,0.090578032,#N/A
747.3697,0.09,No,No,A,0.089700032,#N/A
747.411836,0.09,No,No,A,0.091836032,#N/A
747.450958,0.09,No,No,A,0.090958032,#N/A
747.491587,0.09,No,No,A,0.091587032,#N/A
747.532216,0.09,No,No,A,0.092216032,#N/A
747.572845,0.09,No,No,A,0.092845032,#N/A
747.611967,0.09,No,No,A,0.091967032,#N/A
747.654103,0.09,No,No,A,0.094103032,#N/A
747.693225,0.09,No,No,A,0.093225032,#N/A
747.733854,0.09,No,No,A,0.093854032,#N/A
747.774483,0.09,No,No,A,0.094483032,#N/A
747.813605,0.09,No,No,A,0.093605032,#N/A
747.855741,0.10,No,No,A,0.095741032,#N/A
747.894863,0.09,No,No,A,0.094863032,#N/A
747.935492,0.10,No,No,A,0.095492032,#N/A
747.976121,0.10,No,No,A,0.096121032,#N/A
748.013736,0.09,No,No,A,0.093736032,#N/A
748.055872,0.10,No,No,A,0.095872032,#N/A
748.094994,0.09,No,No,A,0.094994032,#N/A
748.135623,0.10,No,No,A,0.095623032,#N/A
748.174745,0.09,No,No,A,0.094745032,#N/A
748.216881,0.10,No,No,A,0.096881032,#N/A
748.25751,0.10,No,No,A,0.097510032,#N/A
748.296632,0.10,No,No,A,0.096632032,#N/A
748.338768,0.10,No,No,A,0.098768032,#N/A
748.37789,0.10,No,No,A,0.097890032,#N/A
748.421533,0.10,No,No,A,0.101533032,#N/A
748.459148,0.10,No,No,A,0.099148032,#N/A
748.49827,0.10,No,No,A,0.098270032,#N/A
748.540406,0.10,No,No,A,0.100406032,#N/A
748.579528,0.10,No,No,A,0.099528032,#N/A
748.621664,0.10,No,No,A,0.101664032,#N/A
748.659279,0.10,No,No,A,0.099279032,#N/A
748.699908,0.10,No,No,A,0.099908032,#N/A
748.742044,0.10,No,No,A,0.102044032,#N/A
748.782673,0.10,No,No,A,0.102673032,#N/A
748.824809,0.10,No,No,A,0.104809032,#N/A
748.863931,0.10,No,No,A,0.103931032,#N/A
748.906067,0.11,No,No,A,0.106067032,#N/A
748.946696,0.11,No,No,A,0.106696032,#N/A
748.984311,0.10,No,No,A,0.104311032,#N/A
749.023433,0.10,No,No,A,0.103433032,#N/A
749.067076,0.11,No,No,A,0.107076032,#N/A
749.101677,0.10,No,No,A,0.101677032,#N/A
749.143813,0.10,No,No,A,0.103813032,#N/A
749.182935,0.10,No,No,A,0.102935032,#N/A
749.219043,0.10,No,No,A,0.099043032,#N/A
749.2657,0.11,No,No,A,0.105700032,#N/A
